title,developer,publisher,genre,na_date,eu_date,jp_date,au_date,asia_date,kr_date,format,media,notes
Radio Hammer Station,F K Digital,Arc System Works,"Rhythm, fighting",No,,,,,,,,
Ragnarok Odyssey,Game Arts,JP : GungHo Online Entertainment WW : Xseed Games,Action role-playing,Yes,,,,,,,,
Ragnarok Odyssey Ace,Game Arts,JP : GungHo Online Entertainment WW : Xseed Games,Action role-playing,Yes,,,,,,,,
Rainbow Moon,SideQuest Studios,EastAsiaSoft,Tactical role-playing,Yes,,,,,,,,
Rainbow Skies,SideQuest Studios,EastAsiaSoft,Tactical role-playing,Yes,,,,,,,,
Raishi,Klon,Klon,Strategy,Yes,,,,,,,,
Raishi: Konpeki no Shō,Klon,Klon,Strategy,Yes,,,,,,,,
Rally Copters,Depth First Games,Depth First Games,Racing,Yes,,,,,,,,
Random Heroes: Gold Edition,Ravenous Games,Ravenous Games,Adventure,No,,,,,,,,
Ratchet & Clank,Insomniac Games Mass Media Games,Sony Computer Entertainment,Action-platform,No,,,,,,,,
Ratchet & Clank 2,Insomniac Games Mass Media Games,Sony Computer Entertainment,Action-platform,No,,,,,,,,
Ratchet & Clank 3,Insomniac Games Mass Media Games,Sony Computer Entertainment,Action-platform,No,,,,,,,,
Ratchet & Clank: Full Frontal Assault,Insomniac Games Tin Giant,Sony Computer Entertainment,"Action-platform, tower defense",No,,,,,,,,
Ray Gigant,Experience,JP Bandai Namco Entertainment WW Acttil,Dungeon crawler,Yes,,,,,,,,
Rayman Legends,Ubisoft Montpellier Ubisoft Casablanca,Ubisoft,Platform,No,,,,,,,,
Rayman Origins,Ubisoft Montpellier Ubisoft Paris Ubisoft Casablanca,Ubisoft,Platform,Yes,,,,,,,,
Re:Birthday Song Shinigami Kareshi - Another Record,Honeybee,Honeybee,Otome game,Yes,,,,,,,,
Re:Zero kara Hajimeru Isekai Seikatsu: Death or Kiss,5pb.,5pb.,Visual novel,Yes,,,,,,,,
Real Boxing,Vivid Games,Vivid Games,Fighting,No,,,,,,,,
Reality Fighters,Novarama,Sony Computer Entertainment,Fighting,No,,,,,,,,
Rear pheles: Red of Another,Matatabi,Matatabi,Otome game Adventure,Yes,,,,,,,,
Reco Love: Blue Ocean,Dingo Inc.,Kadokawa Games,Dating sim,No,,,,,,,,
Reco Love: Gold Beach,Dingo Inc.,Kadokawa Games,Dating sim,No,,,,,,,,
Red Bow,Ratalaika Games,Ratalaika Games,Adventure,No,,,,,,,,
Red Game Without a Great Name,iFun4All,iFun4All,Platform,No,,,,,,,,
Reed 2,Crescent Moon Games,Crescent Moon Games,Platform,No,,,,,,,,
Reed Remastered,Crescent Moon Games,Crescent Moon Games,Platform,No,,,,,,,,
Reel Fishing: Master's Challenge,Tachyon,Natsume Inc.,Fishing,Yes,,,,,,,,
Refrain no Chika Meikyuu to Majo no Ryodan,Nippon Ichi Software,Nippon Ichi Software,Dungeon crawler,Yes,,,,,,,,
Rei-Jin-G-Lu-P,Kemco Dwango,Kemco,Visual novel,Yes,,,,,,,,
Reine des Fleurs,Otomate Design Factory,Idea Factory,Otome game,Yes,,,,,,,,
Ren'ai 0 Kilometer V,ASa Project,Alchemist,Visual novel,Yes,,,,,,,,
Rep Kiss,Giga,Entergram,Visual novel,Yes,,,,,,,,
Resident Evil: Revelations 2,Capcom Frima Studio,Sony Computer Entertainment,Survival horror,Japan only,,,,,,,,
Resistance: Burning Skies,Nihilistic Software,Sony Computer Entertainment,First-person shooter,No,,,,,,,,
Resogun,Housemarque Climax Studios,Sony Computer Entertainment,Shoot 'em up,Yes,,,,,,,,
Retro City Rampage,VBlank Entertainment,VBlank Entertainment,Action-adventure,Yes,,,,,,,,
Retro City Rampage DX,VBlank Entertainment,VBlank Entertainment,Action-adventure,Yes,,,,,,,,
Revenant Dogma,Exe Create,Kemco,Role-playing,No,,,,,,,,
Revenant Saga,Exe Create,Kemco,Role-playing,Yes,,,,,,,,
Revenge of the Bird King,Mighty Rabbit Studios,Mighty Rabbit Studios,Platform,No,,,,,,,,
Reverie,Rainbite,Rainbite,Role-playing,Yes,,,,,,,,
Rewrite,Key,Prototype,Otome game Role-playing,Yes,,,,,,,,
Rewrite: Harvest Festa!,Key,Prototype,Visual novel,Yes,,,,,,,,
Riddled Corpses EX,Diabolical Mind CowCat,CowCat,Shooter,Yes,,,,,,,,
Ridge Racer,Cellius,Bandai Namco Games,Racing,No,,,,,,,,
Ring Run Circus,Kalio,Kalio,Puzzle,Yes,,,,,,,,
Rise of Mana,"Square Enix , Goshow, Fixer",Square Enix,Action role-playing,No,,,,,,,,
RisingStar,Planet G,Planet G,Shooter,No,,,,,,,,
Risk of Rain,Hopoo Games Code Mystics,Chucklefish,Roguelike,Yes (1-2 players),,,,,,,,
Ro-Kyu-Bu! Naisho no Shutter Chance,Vridge,Kadokawa Games,Visual novel,Yes,,,,,,,,
Robotics;Notes Elite,5pb.,5pb.,Visual novel,Yes,,,,,,,,
Robotics;Notes Elite AR,5pb.,5pb.,Application,No,,,,,,,,
Rock Boshers DX: Director's Cut,Tikipod,Tikipod,Shooter,Yes,,,,,,,,
Rocketbirds 2: Evolution,Ratloop Asia,Ratloop (NA/EU) CrossFunction (JP),Platform,Yes,,,,,,,,
Rocketbirds: Hardboiled Chicken,Ratloop,Ratloop,Platform,No,,,,,,,,
Rodem the Wild,Pygmy Studio,Pygmy Studio,Simulation,No,,,,,,,,
Rogue Aces,Infinite State Games,Infinite State Games,Shooter,No,,,,,,,,
Rogue Legacy,"Cellar Door Games , Abstraction Games",Cellar Door Games,Roguelike,Yes,,,,,,,,
Rollers of the Realm,Phantom Compass,Atlus USA (NA) Arc System Works (JP),Pinball Puzzle RPG,Yes,,,,,,,,
Romance of the Three Kingdoms 12,Tecmo Koei,Tecmo Koei,Turn-based strategy,Yes,,,,,,,,
Romance of the Three Kingdoms 12 with Power-Up Kit (expansion),Tecmo Koei,Tecmo Koei,Turn-based strategy,Yes,,,,,,,,
Romance of the Three Kingdoms 13 with Power-Up Kit,Tecmo Koei,Tecmo Koei,Turn-based strategy,Yes,,,,,,,,
Romancing SaGa 2,Square Enix,Square Enix,Role-playing,No,,,,,,,,
Romancing SaGa 3,Square Enix,Square Enix,Role-playing,Yes,,,,,,,,
Romeo VS Juliet Zenkan Pack,QuinRose,QuinRose,Otome game,Yes,,,,,,,,
Roommates,Ratalaika Games,EastAsiaSoft,Dating sim,No,,,,,,,,
Root Double: Before Crime * After Days – Xtend Edition,Regista,Yeti (JP) Sekai Project (NA),Visual novel,Yes,,,,,,,,
Root Letter,Kadokawa Games,Kadokawa Games (JP) PQube (NA/EU),Visual novel Adventure,Yes,,,,,,,,
Root Letter: Last Answer,Kadokawa Games,Kadokawa Games,Visual novel Adventure,Yes,,,,,,,,
Roundabout,No Goblin,No Goblin,Puzzle,No,,,,,,,,
Royal Defense,Creobit,4Hit,Tower defense,No,,,,,,,,
Royal Defense: Invisible Threat,Creobit,4Hit,Tower defense,No,,,,,,,,
Rozen Maiden: Wechseln Sie Welt ab,5pb.,5pb.,Visual novel,Yes,,,,,,,,
Rugby 15,HB Studios,Bigben Interactive,Sports,No,,,,,,,,
Rugby World Cup 2015,HB Studios,Bigben Interactive,Sports,No,,,,,,,,
Rui wa Tomo o Yobu,Akatsuki Works,5pb.,Visual novel,Yes,,,,,,,,
Run Like Hell,Mass Creation,Mass Creation,Endless runner,Yes,,,,,,,,
Run Sackboy! Run!,Firesprite,Sony Computer Entertainment,Endless runner,No,,,,,,,,
Rush Rover,radio,Ratalaika Games,Action,No,,,,,,,,
Russian Subway Dogs,Spooky Squid Games,Spooky Squid Games,Action,No,,,,,,,,
Ryūyoku no Melodia: Diva with the Blessed Dragonol,Whirlpool,Piacci,Visual novel,Yes,,,,,,,,
SA7: Silent Ability Seven,Petit Reve,Future Tech Lab,Otome game,No,,,,,,,,
SD Gundam G Generation Genesis,Tom Create,Bandai Namco Games,Tactical role-playing,Yes,,,,,,,,
SaGa: Scarlet Grace,Square Enix,Square Enix,Role-playing,No,,,,,,,,
Saenai Kanojo (Heroine) no Sodatekata: Blessing Flowers,"Guyzware, 5pb.",5pb.,Visual novel,Yes,,,,,,,,
Sakaagari Hurricane Portable,Giga,Entergram,Visual novel,Yes,,,,,,,,
Sakatsuku: Pro Soccer Club o Tsukurou!,Sega,Sega,Simulation,No,,,,,,,,
Saki: Zenkoku-hen,Kaga Create,Kaga Create,Visual novel,Yes,,,,,,,,
Saki: Zenkoku-hen Plus,Kaga Create,Kaga Create,Visual novel,Yes,,,,,,,,
Sakura Sakura,Hiqo Soft,Entergram,Visual novel,Yes,,,,,,,,
Sakurasou no Pet na Kanojo,Netchubiyori,Kadokawa Games,Visual novel,Yes,,,,,,,,
Salt and Sanctuary,"Ska Studios , Sickhead Games",Ska Studios,Action role-playing,Yes,,,,,,,,
Samurai & Dragons,Sega,Sega,Action role-playing,No,,,,,,,,
Samurai Shodown V Special,"Yuki Enterprise, Code Mystics",SNK,Fighting,No,,,,,,,,
Samurai Warriors 4,Omega Force,Tecmo Koei,Hack and slash,Yes,,,,,,,,
Samurai Warriors 4-II,Omega Force,Koei Tecmo,Hack and slash,Yes,,,,,,,,
Samurai Warriors 4: Empires,Omega Force,Koei Tecmo,Hack and slash,Yes,,,,,,,,
Samurai Warriors: Chronicles 3,Omega Force,Koei Tecmo,Hack and slash,Yes,,,,,,,,
Samurai Warriors: Sanada Maru,Omega Force,Koei Tecmo,Hack and slash,Yes,,,,,,,,
San Goku Shi 12 Taisenban,Koei Tecmo Games,Koei Tecmo Games,Role-playing,No,,,,,,,,
Sangoku Hime 2: Tenka Hatō: Shishi no Keishōsha,Gessen 18,SystemSoft Alpha,Turn-based strategy,Yes,,,,,,,,
Sangoku Hime 4: Tenge Ryōran: Tenmei no Koi Emaki,Gessen 18,SystemSoft Alpha,Turn-based strategy,Yes,,,,,,,,
Sangoku Rensenki: Otome no Heihō!,Daisy2,Prototype,Otome game Quiz,Yes,,,,,,,,
Sangoku Rensenki: Otome no Heihō! Omoide Gaeshi CS Edition,Daisy2,Prototype,Otome game,Yes,,,,,,,,
Sanzen Sekai Yūgi: ReMulti Universe Myself,girls dynamics,Dramatic Create,Otome game,Yes,,,,,,,,
Saturday Morning RPG,Mighty Rabbit Studios,Mighty Rabbit Studios,Role-playing,Yes,,,,,,,,
Save the Ninja Clan,"Willz, Sometimes You",Sometimes You,Platform,Yes,,,,,,,,
Sayonara Umihara Kawase Plus,Agatsuma Entertainment,Agatsuma Entertainment,Platform,Yes,,,,,,,,
Scared Rider Xechs Rev.,Red Entertainment,Rejet,Otome game,No,,,,,,,,
School Wars: Zenkan Pack Honpen & Sotsugyō Sensen,QuinRose,QuinRose,Otome game Mini-games,Yes,,,,,,,,
Scintillatron 4096,kFunction Ltd.,kFunction Ltd.,Shooter,No,,,,,,,,
ScourgeBringer,Flying Oak Games,Dear Villagers,Platform,No,,,,,,,,
Scram Kitty DX,Dakko Dakko,Dakko Dakko,Shooter,Yes,,,,,,,,
Secret of Mana,Square Enix,Square Enix,Action role-playing,No,,,,,,,,
Sekai Seifuku: Costume Fes,Spike Chunsoft,Spike Chunsoft,Card battle,No,,,,,,,,
Semispheres,Vivid Helix,Vivid Helix,Puzzle,Yes,,,,,,,,
"Sen no Hatō, Tsukisome no Kōki [ ja ]",August,Aria,Visual novel,Yes,,,,,,,,
Sengo Muramasa DX: Guren no Kettō,Gesen 18,SystemSoft Alpha,Turn-based strategy,Yes,,,,,,,,
Sengoku Hime 3: Tenka o Kirisaku Hika to Kage [ ja ],Gessen 18,SystemSoft Alpha,Turn-based strategy,Yes,,,,,,,,
"Sengoku Hime 4: Sōhai Hyakkei, Hana Mamoru Chikai [ ja ]",Gessen 18,SystemSoft Alpha,Turn-based strategy,Yes,,,,,,,,
Sengoku Hime 5: Senka Tatsu Haō No Keifu [ ja ],Gessen 18,SystemSoft Alpha,Turn-based strategy,No,,,,,,,,
Sengoku Hime 7: Sen'un Tsuranuku Guren no Ishi [ ja ],Gessen 18,SystemSoft Alpha,Turn-based strategy,No,,,,,,,,
Sengoku Musou 2 Empires HD Version,Omega Force,Koei Tecmo Games,Hack and slash,No,,,,,,,,
Sengoku Musou 2 with Moushouden HD Version,Omega Force,Koei Tecmo Games,Hack and slash,No,,,,,,,,
Sengoku Otome: Legend Battle,Shirogumi New Media Development,Planet G,Beat 'em up,Yes,,,,,,,,
Sengoku Shura Soul,Creek and River,Lions Films,Role-playing,No,,,,,,,,
Senjō no Waltz [ ja ],Otomate,Idea Factory,Otome game,Yes,,,,,,,,
Senran Kagura Estival Versus,Tamsoft,Marvelous (JP/EU) Xseed Games (NA),Beat 'em up,Yes,,,,,,,,
Senran Kagura Shinovi Versus,Tamsoft,Marvelous AQL (JP/EU) Xseed Games (NA),Beat 'em up,Yes,,,,,,,,
Senran Kagura: Bon Appétit! • Senran Kagura: Bon Appétit! - Full Course,Meteorise,Marvelous AQL (JP/EU) Xseed Games (NA),Rhythm,Yes,,,,,,,,
Sense: A Cyberpunk Ghost Story,Suzaku,"Top Hat Studios Inc, EastAsiaSoft",Adventure,No,,,,,,,,
Seven Days: Anata to Sugosu Nanokakan,0Life,Prototype,Visual novel,Yes,,,,,,,,
Severed,DrinkBox Studios,DrinkBox Studios,Action,No,,,,,,,,
Shake Spears!,Wake Up Studios,Alawar Entertainment,Action,No,,,,,,,,
Shakedown: Hawaii,Vblank Entertainment,Vblank Entertainment,Action-adventure,Yes,,,,,,,,
Shantae: Half-Genie Hero,WayForward Technologies,WayForward Technologies Xseed Games,Platform,Yes,,,,,,,,
Shikihime no Niwa,Appirits,Appirits,Action,No,,,,,,,,
Shin Gundam Musou,Omega Force,Tecmo Koei,Hack and slash,Yes,,,,,,,,
Shin Hayarigami 2 [ ja ],Nippon Ichi Software,Nippon Ichi Software,Visual novel,Yes,,,,,,,,
Shin Hayarigami [ ja ],Nippon Ichi Software,Nippon Ichi Software,Visual novel,Yes,,,,,,,,
Shin Kamaitachi no Yoru: Jyuichi-nin-me no Suspect,Chunsoft,Chunsoft,"Visual novel, adventure",No,,,,,,,,
Shinigami to Shoujo,Takuyo,Takuyo,Visual novel,No,,,,,,,,
"Shinobi, Koi Utsutsu: Kanmitsu Hana Emaki [ ja ]",Otomate,Idea Factory,Otome game,Yes,,,,,,,,
"Shinobi, Koi Utsutsu: Setsugetsuka Koi Emaki [ ja ]",Otomate,Idea Factory,Otome game,Yes,,,,,,,,
Shinobiashi,Planet G,Planet G,Action,No,,,,,,,,
Shinobido 2: Revenge of Zen,Acquire,Bandai Namco Games,Stealth,Yes,,,,,,,,
Shinsō-ban Crimson Empire [ ja ],QuinRose,QuinRose,Otome game Simulation,Yes,,,,,,,,
Shinsō-ban Heart no Kuni no Alice: Wonderful Wonder World,QuinRose,QuinRose,Otome game,Yes,,,,,,,,
Shinsō-ban Mahōtsukai to Goshujin-sama [ ja ],QuinRose,QuinRose,Otome game,Yes,,,,,,,,
Shinsō-ban Okashi na Shima no Peter Pan [ ja ],QuinRose,QuinRose,Otome game,Yes,,,,,,,,
Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,Spike Chunsoft,JP : Spike Chunsoft WW : Aksys Games,Roguelike,Yes,,,,,,,,
Shiro to Kuro no Alice,Kogado Studio,Idea Factory,Otome game,Yes,,,,,,,,
Shiro to Kuro no Alice - Twilight Line -,Kogado Studio,Idea Factory,Otome game,Yes,,,,,,,,
Shirogane × Spirits!,Giga,Technical Group Laboratory,Visual novel,Yes,,,,,,,,
Shitsuji ga Aruji o Erabu Toki [ ja ],"Daidai Inc., PeasSoft",TGL,Visual novel,No,,,,,,,,
Shovel Knight,Yacht Club Games,Yacht Club Games,Platform,Yes,,,,,,,,
Shu,Coatsink Software,Coatsink Software,Platform,No,,,,,,,,
Shutshimi Seriously Swole,Neon Deity Games,Choice Provisions,Shooter,Yes,,,,,,,,
Shōjo to Dragon Genjū Keiyaku Cryptract,Lions Film,Lions Film,Role-playing,No,,,,,,,,
Side Kicks!,"Extend, Toybox Inc.",Extend,Otome game,Yes,,,,,,,,
Sigi: A Fart for Melusina,Pixel.lu,Sometimes You,Platform,No,,,,,,,,
Silent Hill: Book of Memories,WayForward Technologies,Konami,Hack and slash,No,,,,,,,,
Silverio Trinity,Light,Light,Visual novel,No,,,,,,,,
Silverio Vendetta: Verse of Orpheus,Light,Light,Visual novel,Yes,,,,,,,,
Simple V Series Vol. 1: The Docodemo Gal Mahjong,Tamsoft,D3 Publisher,Mahjong,Yes,,,,,,,,
Simple V Series Vol. 2: The Tōsō Highway Fullboost: Nagoya–Tokyo Gekisō 4-jikan,Tamsoft,D3 Publisher,Action,Yes,,,,,,,,
Sine Mora,"Digital Reality , Grasshopper Manufacture",Digital Reality,Shoot 'em up,No,,,,,,,,
Sir Eatsalot,Behind the Stone,EastAsiaSoft,"Adventure, platform",No,,,,,,,,
Siralim,Thylacine Studios,Thylacine Studios,Role-playing,No,,,,,,,,
Siralim 2,Thylacine Studios,Thylacine Studios,Role-playing,No,,,,,,,,
Skeleton Rider,iSquared Games Ltd,iSquared Games Ltd,Racing,Yes,,,,,,,,
Sketchcross,Spiky Fish Games,Spiky Fish Games,Puzzle,Yes,,,,,,,,
SkullPirates,Arcade Distillery,EastAsiaSoft,Action,No,,,,,,,,
Skullgirls 2nd Encore,Lab Zero Games,Autumn Games (NA/EU) Arc System Works (JP),Fighting,Yes (1-2 players),,,,,,,,
Sky Force Anniversary,Infinite Dreams Crunching Koalas,Infinite Dreams,Shoot 'em up,Yes,,,,,,,,
Skylight Freerange,Dragoon Entertainment,Dragoon Entertainment,Adventure,No,,,,,,,,
Skylight Freerange 2: Gachduine,Dragoon Entertainment,Dragoon Entertainment,Adventure,No,,,,,,,,
Slain: Back from Hell,Wolf Brew Games 22nd Century Toys,JP : CrossFunction WW : Digerati,Hack and slash,No,,,,,,,,
Slayaway Camp: Butcher's Cut,Blue Wizard Digital,Digerati Distribution,Puzzle,No,,,,,,,,
Slotter Mania V: Black Lagoon,Dorasu,Dorasu,Pachinko,No,,,,,,,,
Slotter Mania V: Highschool of the Dead,Dorasu,Dorasu,Pachinko,Yes,,,,,,,,
Slotter Mania V: Zettai Shougeki II,Dorasu,Dorasu,Pachinko,Yes,,,,,,,,
Sly 2: Band of Thieves,Sanzaru Games,Sony Computer Entertainment,Platform,Yes,,,,,,,,
Sly 3: Honor Among Thieves,Sanzaru Games,Sony Computer Entertainment,Platform,Yes,,,,,,,,
Sly Cooper and the Thievius Raccoonus,Sanzaru Games,Sony Computer Entertainment,Platform,Yes,,,,,,,,
Sly Cooper: Thieves in Time,Sanzaru Games,Sony Computer Entertainment,Platform,Yes,,,,,,,,
Smart As...,"Climax Studios , XDev",Sony Computer Entertainment,"Puzzle, brain training",No,,,,,,,,
Soi Kano: Gyutto Dakishimete,Giga,Giga,Visual novel,No,,,,,,,,
Sokoban Next,PalmStorm Kft.,PalmStorm Kft.,Puzzle,No,,,,,,,,
Son of Scoregasm,Charlie's Games,Charlie's Games,Shooter,Yes,,,,,,,,
Sonic & All-Stars Racing Transformed,Sumo Digital,Sega,Racing,Europe only,,,,,,,,
Sorayume [ ja ],Takuyo,Takuyo,Otome game,Yes,,,,,,,,
Sorcery Saga: Curse of the Great Curry God,"Compile Heart , ZeroDiv",Compile Heart (JP) Aksys Games (NA) Rising Star Games (EU),Roguelike,Yes,,,,,,,,
Soul Sacrifice,"Japan Studio , Marvelous AQL , Comcept",Sony Computer Entertainment,Action role-playing,Japan only,,,,,,,,
Soul Sacrifice Delta,"Japan Studio , Marvelous AQL , Comcept",Sony Computer Entertainment,Action role-playing,Yes,,,,,,,,
Sound Shapes,"Queasy Games , Santa Monica Studio",Sony Computer Entertainment,Platform,Yes,,,,,,,,
Space Hulk,Full Control,HR Games (NA) Funbox Media (EU) Digital Touch (JP),Turn-based strategy,No,,,,,,,,
Space Overlords,12 Hit Combo,Excalibur,Shooter,No,,,,,,,,
Spacejacked,Rotten Mage,Rotten Mage,Tower defense,Yes,,,,,,,,
Sparkle,10tons,10tons,Puzzle,Yes,,,,,,,,
Sparkle 2,10tons,10tons,Puzzle,Yes,,,,,,,,
Sparkle Unleashed,10tons,10tons,Puzzle,Yes,,,,,,,,
Spellspire,10tons,10tons,Word game,Yes,,,,,,,,
Spelunker Collection,Tozai Games,Tozai Games,Platform,Yes,,,,,,,,
Spelunky,Mossmouth BlitWorks,Mossmouth,Roguelike,Yes (1-4 players),,,,,,,,
Spheroids,Eclipse Games,Eclipse Games,Platform,Yes,,,,,,,,
Spider: Rite of the Shrouded Moon,Tiger Style Abstraction Games,Tiger Style,Puzzle,Yes,,,,,,,,
Spiral Splatter,Neonchimp Games Sometimes You,Sometimes You,Puzzle,Yes,,,,,,,,
Spirit Hunter: NG,Experience,JP : Experience WW : Aksys Games,"Visual novel, adventure",Yes,,,,,,,,
SpongeBob HeroPants,Behaviour Interactive,Activision,Action-adventure,Yes,,,,,,,,
Spy Chameleon: RGB Agent,Unfinished Pixel,Unfinished Pixel,Puzzle,Yes,,,,,,,,
Spy Hunter,TT Fusion,Warner Bros. Interactive Entertainment,Vehicular combat,No,,,,,,,,
Squareboy vs Bullies: Arena Edition,Rohan Narang Ratalaika Games,Ratalaika Games,Beat 'em up,Yes,,,,,,,,
Squares,Leap Game Studios,JP : CrossFunction WW : Leap Game Studios,Puzzle,No,,,,,,,,
Star Ocean: Second Evolution,tri-Ace Tose Gemdrops,Square Enix,Action role-playing,No,,,,,,,,
Star Wars Pinball,Zen Studios,Zen Studios,Pinball,Yes,,,,,,,,
Star Wars Pinball: The Force Awakens (Expansion),Zen Studios,Zen Studios,Pinball,Yes,,,,,,,,
StarDrone Extreme,Beatshapers,Beatshapers,Action,No,,,,,,,,
Stardew Valley,ConcernedApe,Chucklefish,Simulation,No,,,,,,,,
Starlight Inception,Escape Hatch Entertainment,Escape Hatch Entertainment,Space simulation,Yes,,,,,,,,
Starry Sky: Autumn Stories,Honeybee,Honeybee,Otome game,Yes,,,,,,,,
Starry Sky: Spring Stories,Honeybee,Honeybee,Otome game,Yes,,,,,,,,
Starry Sky: Summer Stories,Honeybee,Honeybee,Otome game,Yes,,,,,,,,
Starry Sky: Winter Stories,Honeybee,Honeybee,Otome game,Yes,,,,,,,,
Stay,Appnormals Team Ratalaika Games,Ratalaika Games,Adventure,Yes,,,,,,,,
Stealth Inc 2: A Game of Clones,Curve Studios,Curve Digital,Puzzle-platform,Yes,,,,,,,,
Stealth Inc: A Clone in the Dark,Curve Studios,Sony Computer Entertainment,Puzzle-platform,Yes,,,,,,,,
Steam Prison: Nanatsu no Bitoku,HuneX,HuneX,Otome game,Yes,,,,,,,,
Steam Tactics,Sometimes You,Sometimes You,Turn-based strategy,No,,,,,,,,
SteamWorld Dig,Image & Form,JP : Interglow WW : Image & Form,Platform,Yes,,,,,,,,
SteamWorld Dig 2,Image & Form,Image & Form,Platform,Yes,,,,,,,,
SteamWorld Heist,Image & Form,Image & Form,"Turn-based strategy, action-adventure",Physical only,,,,,,,,
Steins;Gate,5pb. Nitroplus,JP : 5pb. WW : PQube,Visual novel,Yes,,,,,,,,
Steins;Gate 0,5pb. Nitroplus,JP : 5pb. WW : PQube,Visual novel,Yes,,,,,,,,
Steins;Gate Elite,5pb.,5pb.,Visual novel,Yes,,,,,,,,
Steins;Gate: Hiyoku Renri no Darling,5pb.,5pb.,Visual novel,Yes,,,,,,,,
Steins;Gate: Senkei Kōsoku no Phenogram,5pb.,5pb.,Visual novel,Yes,,,,,,,,
Stick It to the Man!,Zoink,Ripstone,Adventure,Yes,,,,,,,,
Still Time,Alan Zucconi,Alan Zucconi,Puzzle,No,,,,,,,,
Storm Lover,Vridge,D3 Publisher,Dating sim,Yes,,,,,,,,
Storm Lover 2nd V,Vridge,D3 Publisher,Dating sim,Yes,,,,,,,,
Stranded: A Mars Adventure,Tama Global,Tama Global,Platform,Yes,,,,,,,,
Stranger of Sword City,Experience,JP : Experience WW : NIS America,Dungeon crawler,Yes,,,,,,,,
Stranger of Sword City Revisited,Experience,Experience,Dungeon crawler,Yes,,,,,,,,
Strawberry Nauts,Hooksoft,Entergram,Visual novel,Yes,,,,,,,,
Street Fighter X Tekken,Capcom,Capcom,Fighting,No,,,,,,,,
Strike Solitaire,Creobit,4Hit,Puzzle,No,,,,,,,,
Strike Solitaire 2,Creobit,4Hit,Puzzle,Yes,,,,,,,,
SturmFront: The Mutant War - Farewell Edition,Red Art Games,Red Art Games,Shooter,No,,,,,,,,
Suki to Suki to de Sankaku Ren'ai,ASa Project,ASa Project,Visual novel,No,,,,,,,,
Sumioni: Demon Arts,Acquire,JP : Acquire WW : Xseed Games,Action-platform,No,,,,,,,,
Summon Night 6,Media.Vision Felistella,JP : Bandai Namco Entertainment WW : Gaijinworks,Tactical role-playing,Yes,,,,,,,,
Sunflowers,The Game Atelier,The Game Atelier,Puzzle,No,,,,,,,,
Super Blackout,Fordesoft,Fordesoft,Puzzle,Yes,,,,,,,,
Super Blast Deluxe,Raptus Games,Raptus Games,Puzzle-platform,Yes,,,,,,,,
Super Box Land Demake,Ratalaika Games,EastAsiaSoft,Puzzle,No,,,,,,,,
Super Destronaut DX,Petite Games,Ratalaika Games,Shooter,No,,,,,,,,
Super Destronaut: Land Wars,Petite Games,Ratalaika Games,Shooter,No,,,,,,,,
Super Exploding Zoo,Honeyslug,Honeyslug,Puzzle,Yes,,,,,,,,
Super Hero Generation,Tom Create,Bandai Namco Games,Tactical role-playing,Yes,,,,,,,,
Super Heroine Chronicle,Banpresto,Bandai Namco Games,Tactical role-playing,No,,,,,,,,
Super Hydorah,Locomalito,Abylight Studios,Shoot 'em up,Yes,,,,,,,,
Super Life of Pixel,Super Icon,WhiteMoon Dreams,Platform,No,,,,,,,,
Super Meat Boy,"Team Meat, BlitWorks",Team Meat,Platform,Yes,,,,,,,,
Super Monkey Ball: Banana Splitz,Marvelous AQL,Sega,Puzzle,No,,,,,,,,
Super Mutant Alien Assault,Cybernate,Fellow Traveller,Shooter,Yes,,,,,,,,
Super Robot Wars,Banpresto,Bandai Namco Games,Tactical role-playing,Yes,,,,,,,,
Super Robot Wars Taisen Original Generation Saga: Masō Kishin 3 – Pride of Justice,Banpresto,Bandai Namco Games,Tactical role-playing,Yes,,,,,,,,
Super Robot Wars V,Banpresto,Bandai Namco Games,Tactical role-playing,Yes,,,,,,,,
Super Robot Wars X,Banpresto,Bandai Namco Games,Tactical role-playing,Yes,,,,,,,,
Super Skull Smash Go! 2 Turbo,"Thomas Hopper, Tacs Games",Poppy Works,Platform,Yes,,,,,,,,
Super Star Wars,"Sculptured Software , LucasArts , Code Mystics",Disney Interactive Studios,Run and gun,Yes,,,,,,,,
Super Stardust Delta,Housemarque,Sony Computer Entertainment,Shoot 'em up,No,,,,,,,,
Super Time Force Ultra,Capybara Games,Capybara Games,Action,Yes,,,,,,,,
Super Weekend Mode,Pixelteriyaki,Ratalaika Games,Shooter,No,,,,,,,,
Super Wiloo Demake,lightUp,Ratalaika Games,Action,No,,,,,,,,
Superbeat: Xonic,Nurijoy,"Acttil, Atlus , PM Studios (NA) Rising Star Games (EU) Arc System Works (JP)",Rhythm,Yes,,,,,,,,
Superdimension Neptune VS Sega Hard Girls [ ja ],Felistella,Compile Heart,Role-playing,Yes,,,,,,,,
Superfrog HD,Team17,Sony Computer Entertainment,Platform,Yes,,,,,,,,
Supermagical,Tama Games,Tama Games,Puzzle,Yes,,,,,,,,
Supremacy MMA: Unrestricted,Kung Fu Factory,505 Games,Fighting,No,,,,,,,,
Surge Deluxe,FuturLab,FuturLab,Puzzle,No,,,,,,,,
SwapQuest,Rebusmind,Rebusmind,Puzzle,No,,,,,,,,
